25,0.01,0.9749+0.0032175i,0.92555+0.068578i,0.99939+0.05074i,0.982-0.0023506i,1-1.3686e-32i,0.96652+0.036855i,1-1.3802e-31i,1-1.4968e-35i,1.0198+0.019938i,0.97847+0.02167i,0.96311+0.036895i,1+4.0331e-35i,1+1.4444e-34i,0.94129+0.060371i,1.0083+0.024148i,0.99451+0.013138i,0.9822+0.039484i,0.99415+0.018789i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83091+0.074431i,1-5.2537e-33i,1-2.5142e-32i,0.98904+0.010961i,0.95946+0.090711i,1+2.5901e-32i,0.99803+0.012128i,0.99887+0.023174i,1.0095+0.031518i,0.1716-0.10618i,0.45008+0.45862i,0.96735+0.023447i,1+2.3498e-31i
47,0.01,0.97483+0.0033142i,0.92124+0.066909i,0.96665+0.061909i,0.982-0.0023506i,1-1.3686e-32i,0.95738+0.09728i,1-1.3802e-31i,0.98261+0.013161i,1.0138+0.022674i,0.96377+0.022152i,0.96311+0.036897i,0.99109-0.00011912i,0.98067+0.017386i,0.92878+0.071186i,0.97129+0.029524i,0.98379+0.029462i,0.98247+0.039127i,0.95125+0.048439i,0.98922+0.018033i,1-8.6374e-33i,1.0037+0.0089368i,0.83181+0.074608i,0.99452+0.010036i,0.9919+0.0065888i,0.96613+0.045114i,0.94095+0.087416i,1+2.5901e-32i,1.001+0.016779i,0.99887+0.023173i,1.0042+0.037142i,0.16926-0.10937i,0.45915+0.4655i,0.95024+0.058872i,0.97605+0.030033i
67,0.01,0.97511+0.002886i,0.90709+0.070478i,0.96631+0.075695i,0.9764-0.0081852i,1-1.3686e-32i,0.95733+0.097083i,1-1.3802e-31i,0.97997+0.014702i,1.0091+0.027117i,0.94822+0.016526i,0.95318+0.038839i,0.99109-0.00011912i,0.97852+0.021566i,0.90757+0.072441i,0.96986+0.035132i,0.96414+0.054486i,0.97062+0.056433i,0.95145+0.048489i,0.97979+0.049179i,1.0114+0.011161i,1.0076+0.01968i,0.82808+0.06843i,0.99845+0.01657i,0.9919+0.0065888i,0.97118+0.050698i,0.93659+0.1101i,1+2.5901e-32i,1.001+0.016767i,1.0015+0.024895i,1.0044+0.037077i,0.17861-0.095236i,0.45907+0.46548i,0.95006+0.05847i,0.95947+0.044725i
25,0.013103,0.9749+0.0032175i,0.92555+0.068578i,0.99939+0.05074i,0.982-0.0023506i,1-1.3686e-32i,0.96652+0.036855i,1-1.3802e-31i,1-1.4968e-35i,1.0198+0.019938i,0.97847+0.02167i,0.96311+0.036895i,1+4.0331e-35i,1+1.4444e-34i,0.94129+0.060371i,1.0083+0.024148i,0.99451+0.013138i,0.9822+0.039484i,0.99415+0.018789i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83091+0.074431i,1-5.2537e-33i,1-2.5142e-32i,0.98904+0.010961i,0.95946+0.090711i,1+2.5901e-32i,0.99803+0.012128i,0.99887+0.023174i,1.0095+0.031518i,0.1716-0.10618i,0.45008+0.45862i,0.96735+0.023447i,1+2.3498e-31i
47,0.013103,0.97483+0.0033144i,0.92126+0.067053i,0.96662+0.061894i,0.982-0.0023506i,1-1.3686e-32i,0.95733+0.097093i,1-1.3802e-31i,0.98261+0.013161i,1.0198+0.019938i,0.96377+0.022152i,0.96311+0.036897i,0.99109-0.00011912i,0.98067+0.017386i,0.9288+0.071172i,0.96999+0.035167i,0.98379+0.029462i,0.97716+0.041899i,0.95144+0.048512i,0.99518+0.014506i,1-8.6374e-33i,1.0037+0.0089368i,0.83177+0.074532i,0.99452+0.010036i,0.9919+0.0065888i,0.96613+0.045114i,0.94095+0.087414i,1+2.5901e-32i,1.001+0.016772i,0.99887+0.023173i,1.0042+0.037142i,0.16925-0.10938i,0.45915+0.4655i,0.95023+0.058872i,0.97605+0.030033i
67,0.013103,0.97511+0.002886i,0.90709+0.070478i,0.96631+0.075695i,0.9764-0.0081852i,1-1.3686e-32i,0.95733+0.097083i,1-1.3802e-31i,0.97997+0.014702i,1.0091+0.027117i,0.94822+0.016526i,0.95318+0.038839i,0.99109-0.00011912i,0.97852+0.021566i,0.90757+0.072441i,0.96986+0.035132i,0.96414+0.054486i,0.97062+0.056433i,0.95145+0.048489i,0.97979+0.049179i,1.0114+0.011161i,1.0076+0.01968i,0.82808+0.06843i,0.99845+0.01657i,0.9919+0.0065888i,0.97118+0.050698i,0.93659+0.1101i,1+2.5901e-32i,1.001+0.016767i,1.0015+0.024895i,1.0044+0.037077i,0.17861-0.095236i,0.45907+0.46548i,0.95006+0.05847i,0.95947+0.044725i
25,0.016207,0.9749+0.0032175i,0.92555+0.068578i,0.99939+0.05074i,0.982-0.0023506i,1-1.3686e-32i,0.96652+0.036855i,1-1.3802e-31i,1-1.4968e-35i,1.0198+0.019938i,0.97847+0.02167i,0.96311+0.036895i,1+4.0331e-35i,1+1.4444e-34i,0.94129+0.060371i,1.0083+0.024148i,0.99451+0.013138i,0.9822+0.039484i,0.99415+0.018789i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83091+0.074431i,1-5.2537e-33i,1-2.5142e-32i,0.98904+0.010961i,0.95946+0.090711i,1+2.5901e-32i,0.99803+0.012128i,0.99887+0.023174i,1.0095+0.031518i,0.1716-0.10618i,0.45008+0.45862i,0.96735+0.023447i,1+2.3498e-31i
47,0.016207,0.97483+0.0033129i,0.92126+0.067051i,0.96664+0.061909i,0.982-0.0023506i,1-1.3686e-32i,0.95732+0.097089i,1-1.3802e-31i,0.98053+0.0044709i,1.0138+0.022674i,0.96377+0.022152i,0.96311+0.036897i,0.99109-0.00011912i,0.98067+0.017386i,0.9288+0.071172i,0.96999+0.035168i,0.98379+0.029463i,0.97716+0.041899i,0.95144+0.048512i,0.98922+0.018033i,1-8.6374e-33i,1.0037+0.0089368i,0.83179+0.074588i,0.99452+0.010036i,0.9919+0.0065888i,0.96613+0.045116i,0.94095+0.087426i,1+2.5901e-32i,1.001+0.016772i,0.99887+0.023173i,1.0095+0.031513i,0.1693-0.10933i,0.45915+0.4655i,0.95024+0.058878i,0.97605+0.030032i
67,0.016207,0.97509+0.0029141i,0.89626+0.070124i,0.96632+0.075696i,0.9764-0.0081852i,1-1.3686e-32i,0.95733+0.097077i,1-1.3802e-31i,0.97997+0.014701i,1.0091+0.027117i,0.94828+0.017122i,0.95318+0.038841i,0.99109-0.00011912i,0.97852+0.021566i,0.90805+0.072468i,0.96977+0.035054i,0.96824+0.071553i,0.97073+0.056467i,0.95145+0.048489i,0.97979+0.049176i,1.0114+0.011161i,1.0076+0.019678i,0.82807+0.068419i,0.99845+0.01657i,0.9919+0.0065888i,0.97129+0.050612i,0.93671+0.11013i,1+2.5901e-32i,1.001+0.016762i,0.99892+0.023045i,1.0044+0.03705i,0.17781-0.096165i,0.45904+0.46547i,0.95006+0.058461i,0.95947+0.044717i
25,0.01931,0.9749+0.0032175i,0.92555+0.068578i,0.99939+0.05074i,0.982-0.0023506i,1-1.3686e-32i,0.96652+0.036855i,1-1.3802e-31i,1-1.4968e-35i,1.0198+0.019938i,0.97847+0.02167i,0.96311+0.036895i,1+4.0331e-35i,1+1.4444e-34i,0.94129+0.060371i,1.0083+0.024148i,0.99451+0.013138i,0.9822+0.039484i,0.99415+0.018789i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83091+0.074431i,1-5.2537e-33i,1-2.5142e-32i,0.98904+0.010961i,0.95946+0.090711i,1+2.5901e-32i,0.99803+0.012128i,0.99887+0.023174i,1.0095+0.031518i,0.1716-0.10618i,0.45008+0.45862i,0.96735+0.023447i,1+2.3498e-31i
