10,0.01,0.94616,0.97439,1,1,1,0.85339,1,1,1,1,1,1,1,0.98764,0.98623,1,1,1,0.96701,0.97281,0.97448,0.95817,1,1,1,1,1,1,1,1,0.11915,0.10418,0.97366,1
25,0.01,0.94612,0.97439,1,1,1,0.84961,1,0.98372,0.99035,1,1,1,1,0.98764,0.98123,0.97064,0.99486,0.97754,0.96049,0.97281,0.95779,0.94883,1,1,0.97797,0.95891,1,1,1,1,0.11915,0.10294,0.96827,0.97935
30,0.01,0.94612,0.97439,1,1,1,0.85057,1,0.97638,0.99035,0.99964,0.99929,1,1,0.98764,0.98123,0.97064,0.99486,0.9698,0.96049,0.95721,0.95845,0.94334,1,1,0.97749,0.95861,1,1,1,1,0.11915,0.10294,0.96827,0.97935
10,0.013103,0.94616,0.97439,1,1,1,0.85339,1,1,1,1,1,1,1,0.98764,0.98623,1,1,1,0.96701,0.97281,0.97448,0.95817,1,1,1,1,1,1,1,1,0.11915,0.10418,0.97366,1
25,0.013103,0.94612,0.97439,1,1,1,0.84961,1,0.98372,0.99035,1,1,1,1,0.98764,0.98123,0.97064,0.99486,0.97754,0.96049,0.97281,0.95779,0.94883,1,1,0.97797,0.95891,1,1,1,1,0.11915,0.10294,0.96827,0.97935
30,0.013103,0.94612,0.97439,1,1,1,0.85057,1,0.97638,0.99035,0.99964,0.99929,1,1,0.98764,0.98123,0.97064,0.99486,0.9698,0.96049,0.95721,0.95845,0.94334,1,1,0.97749,0.95861,1,1,1,1,0.11915,0.10294,0.96827,0.97935
10,0.016207,0.94616,0.97439,1,1,1,0.85339,1,1,1,1,1,1,1,0.98764,0.98623,1,1,1,0.96701,0.97281,0.97448,0.95817,1,1,1,1,1,1,1,1,0.11915,0.10418,0.97366,1
25,0.016207,0.94612,0.97439,1,1,1,0.84961,1,0.98372,0.99035,1,1,1,1,0.98764,0.98123,0.97064,0.99486,0.97754,0.96049,0.97281,0.95779,0.94883,1,1,0.97797,0.95891,1,1,1,1,0.11915,0.10294,0.96827,0.97935
30,0.016207,0.94612,0.97439,1,1,1,0.85057,1,0.97638,0.99035,0.99964,0.99929,1,1,0.98764,0.98123,0.97064,0.99486,0.9698,0.96049,0.95721,0.95845,0.94334,1,1,0.97749,0.95861,1,1,1,1,0.11915,0.10294,0.96827,0.97935
10,0.01931,0.94616,0.9845,1,1,1,0.85497,1,1,1,1,1,1,1,0.98764,0.98623,1,1,1,0.96701,0.97281,0.97448,0.95952,1,1,1,0.9785,1,1,1,1,0.11915,0.10418,0.97366,1
25,0.01931,0.94612,0.97439,1,1,1,0.84961,1,0.98372,0.99035,1,1,1,1,0.98764,0.98123,0.97064,0.99486,0.97754,0.96049,0.97281,0.95779,0.94883,1,1,0.97797,0.95891,1,1,1,1,0.11915,0.10294,0.96827,0.97935
30,0.01931,0.94612,0.97439,1,1,1,0.85057,1,0.97638,0.99035,0.99964,0.99929,1,1,0.98764,0.98123,0.97064,0.99486,0.9698,0.96049,0.95721,0.95845,0.94334,1,1,0.97749,0.95861,1,1,1,1,0.11915,0.10294,0.96827,0.97935
10,0.022414,0.94616,0.9845,1,1,1,0.85497,1,1,1,1,1,1,1,0.98764,0.98623,1,1,1,0.96701,0.97281,0.97448,0.95952,1,1,1,0.9785,1,1,1,1,0.11915,0.10418,0.97366,1
25,0.022414,0.94612,0.97439,1,1,1,0.85057,1,0.99536,0.99035,1,1,1,1,0.98764,0.98123,0.97064,0.99486,0.9698,0.96049,0.97281,0.96867,0.9467,1,1,0.97791,0.95861,1,1,1,1,0.11915,0.10294,0.96827,0.97935
30,0.022414,0.94612,0.97439,1,1,1,0.85057,1,0.97638,0.99035,0.99964,0.99929,1,1,0.98764,0.98123,0.97064,0.99486,0.9698,0.96049,0.95721,0.95845,0.94334,1,1,0.97749,0.95861,1,1,1,1,0.11915,0.10294,0.96827,0.97935
10,0.025517,0.94616,0.9845,1,1,1,0.85497,1,1,1,1,1,1,1,0.98764,0.98623,1,1,1,0.96701,0.97281,0.97448,0.95952,1,1,1,0.9785,1,1,1,1,0.11915,0.10418,0.97366,1
25,0.025517,0.94612,0.97439,1,1,1,0.85057,1,0.99536,0.99035,1,1,1,1,0.98764,0.98123,0.97064,0.99486,0.9698,0.96049,0.97281,0.96867,0.9467,1,1,0.97791,0.95861,1,1,1,1,0.11915,0.10294,0.96827,0.97935
30,0.025517,0.94612,0.97439,1,1,1,0.85057,1,0.97638,0.99035,0.99964,0.99929,1,1,0.98764,0.98123,0.97064,0.99486,0.9698,0.96049,0.95721,0.95845,0.94334,1,1,0.97749,0.95861,1,1,1,1,0.11915,0.10294,0.96827,0.97935
10,0.028621,0.94616,0.9845,1,1,1,0.85497,1,1,1,1,1,1,1,0.98764,0.98623,1,1,1,0.96701,0.97281,0.97448,0.95952,1,1,1,0.9785,1,1,1,1,0.11915,0.10418,0.97366,1
