25,0.01,1,0.92555+0.068578i,0.99939+0.05074i,0.982-0.0023506i,1-1.3686e-32i,0.96652+0.036855i,1-1.3802e-31i,1-1.4968e-35i,1.0198+0.019938i,0.97847+0.02167i,0.96311+0.036895i,1+4.0331e-35i,1+1.4444e-34i,0.94129+0.060371i,1.0083+0.024148i,0.99451+0.013138i,0.9822+0.039484i,0.99415+0.018789i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83091+0.074431i,1-5.2537e-33i,1-2.5142e-32i,0.98904+0.010961i,0.95946+0.090711i,1+2.5901e-32i,0.99803+0.012128i,0.99887+0.023174i,1.0095+0.031518i,0.1716-0.10618i,0.45008+0.45862i,0.96735+0.023447i,1+2.3498e-31i
47,0.01,1,0.92124+0.066909i,0.96665+0.061909i,0.982-0.0023506i,1-1.3686e-32i,0.95738+0.09728i,1-1.3802e-31i,0.98261+0.013161i,1.0138+0.022674i,0.96377+0.022152i,0.96311+0.036897i,0.99109-0.00011912i,0.98067+0.017386i,0.92878+0.071186i,0.97129+0.029524i,0.98379+0.029462i,0.98247+0.039127i,0.95125+0.048439i,0.98922+0.018033i,1-8.6374e-33i,1.0037+0.0089368i,0.83181+0.074608i,0.99452+0.010036i,0.9919+0.0065888i,0.96613+0.045114i,0.94095+0.087416i,1+2.5901e-32i,1.001+0.016779i,0.99887+0.023173i,1.0042+0.037142i,0.16926-0.10937i,0.45915+0.4655i,0.95024+0.058872i,0.97605+0.030033i
67,0.01,1,0.90709+0.070478i,0.96631+0.075695i,0.9764-0.0081852i,1-1.3686e-32i,0.95733+0.097083i,1-1.3802e-31i,0.97997+0.014702i,1.0091+0.027117i,0.94822+0.016526i,0.95318+0.038839i,0.99109-0.00011912i,0.97852+0.021566i,0.90757+0.072441i,0.96986+0.035132i,0.96414+0.054486i,0.97062+0.056433i,0.95145+0.048489i,0.97979+0.049179i,1.0114+0.011161i,1.0076+0.01968i,0.82808+0.06843i,0.99845+0.01657i,0.9919+0.0065888i,0.97118+0.050698i,0.93659+0.1101i,1+2.5901e-32i,1.001+0.016767i,1.0015+0.024895i,1.0044+0.037077i,0.17861-0.095236i,0.45907+0.46548i,0.95006+0.05847i,0.95947+0.044725i
25,0.044138,1,0.92555+0.068578i,0.99939+0.05074i,0.982-0.0023506i,1-1.3686e-32i,0.96652+0.036855i,1-1.3802e-31i,1-1.4968e-35i,1.0198+0.019938i,0.97025+0.024512i,0.96311+0.036895i,1+4.0331e-35i,1+1.4444e-34i,0.93933+0.067194i,1.0083+0.024148i,1+1.5186e-33i,0.9886+0.034044i,0.99415+0.018789i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83064+0.073954i,1-5.2537e-33i,1-2.5142e-32i,0.98904+0.010961i,0.95946+0.090711i,1+2.5901e-32i,1+2.3493e-32i,0.99887+0.023174i,1.0166+0.024113i,0.1716-0.10618i,0.45008+0.45862i,0.96735+0.023447i,0.9945+0.027409i
47,0.044138,1,0.9106+0.070957i,0.96223+0.069317i,0.982-0.0023506i,1-1.3686e-32i,0.95658+0.097968i,1-1.3802e-31i,0.98053+0.0044709i,1.0198+0.019938i,0.97025+0.024512i,0.95319+0.038842i,0.99109-0.00011912i,0.99177+0.010958i,0.91401+0.072937i,0.97306+0.033531i,0.98379+0.029463i,0.98247+0.039126i,0.95127+0.048439i,0.99319+0.044391i,1-8.6374e-33i,1-1.3166e-34i,0.8328+0.073147i,1-5.2537e-33i,0.9919+0.0065888i,0.96612+0.045116i,0.93658+0.11023i,1+2.5901e-32i,1.001+0.016778i,0.99892+0.023045i,1.0095+0.031514i,0.1693-0.10932i,0.45915+0.4655i,0.95041+0.057541i,0.97605+0.030032i
67,0.044138,1,0.88117+0.074775i,0.96212+0.06939i,0.982-0.0023506i,1-1.3686e-32i,0.95747+0.096881i,1-1.3802e-31i,0.99058+0.029265i,1.0139+0.022686i,0.94828+0.017125i,0.95319+0.038861i,0.99109-0.00011912i,0.99177+0.010958i,0.90321+0.076122i,0.9763+0.054323i,0.96786+0.070595i,0.9707+0.056488i,0.95155+0.048524i,0.98756+0.046764i,1.0114+0.011161i,1.0076+0.019669i,0.81526+0.069896i,1-5.2537e-33i,0.98814+0.022408i,0.97129+0.050624i,0.936+0.10833i,1+2.5901e-32i,1.001+0.016758i,1.0052+0.033745i,1.0098+0.031446i,0.18214-0.083368i,0.45868+0.46536i,0.9499+0.05843i,0.96696+0.047919i
25,0.078276,1,0.92555+0.068578i,0.99678+0.041093i,0.982-0.0023506i,1-1.3686e-32i,0.96652+0.036855i,1-1.3802e-31i,1-1.4968e-35i,1.0198+0.019938i,0.97025+0.024512i,0.9726+0.03947i,1+4.0331e-35i,1+1.4444e-34i,0.92875+0.071209i,1.0083+0.024148i,1+1.5186e-33i,0.98919+0.033805i,0.99752+0.040946i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83157+0.074693i,1-5.2537e-33i,1-2.5142e-32i,0.98904+0.010961i,0.95946+0.090711i,1+2.5901e-32i,1+2.3493e-32i,0.99887+0.023174i,1.0166+0.024113i,0.1716-0.10618i,0.45008+0.45862i,0.96735+0.023447i,0.9945+0.027409i
47,0.078276,1,0.88136+0.075033i,0.96434+0.0671i,0.982-0.0023506i,1-1.3686e-32i,0.96887+0.063093i,1-1.3802e-31i,1.0205+0.019559i,1.0198+0.019938i,0.97025+0.024512i,0.9532+0.038867i,0.99109-0.00011912i,1+1.4444e-34i,0.90325+0.074892i,1.0205+0.046382i,0.99039+0.054798i,0.98919+0.033805i,0.96691+0.075725i,0.99318+0.044386i,1-8.6374e-33i,1-1.3166e-34i,0.8122+0.071078i,1-5.2537e-33i,1-2.5142e-32i,0.96614+0.045022i,0.93589+0.10853i,1+2.5901e-32i,1+2.3493e-32i,1.0052+0.033745i,1.0166+0.024113i,0.17484-0.093769i,0.45873+0.46538i,0.95418+0.056057i,0.97606+0.030034i
67,0.078276,1,0.88464+0.078297i,0.95394+0.0675i,0.982-0.0023506i,1-1.3686e-32i,0.95602+0.095851i,1-1.3802e-31i,0.99719+0.031526i,1.0198+0.019938i,0.95589+0.021445i,0.95321+0.038879i,0.99109-0.00011912i,1+1.4444e-34i,0.90394+0.074694i,0.97589+0.053817i,0.97541+0.089767i,0.97975+0.059324i,0.94765+0.076909i,0.98855+0.068282i,1-8.6374e-33i,1-1.3166e-34i,0.80609+0.073835i,1-5.2537e-33i,0.98814+0.022408i,0.96617+0.044602i,0.93131+0.11164i,1+2.5901e-32i,1+2.3493e-32i,1.0052+0.033745i,1.0101+0.031374i,0.19215-0.062671i,0.45872+0.467i,0.95376+0.056419i,0.96663+0.047716i
25,0.11241,1,0.9377+0.072676i,0.99678+0.041093i,1+3.7215e-30i,1-1.3686e-32i,0.98458+0.021744i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,0.97847+0.02167i,0.98283+0.030764i,1+4.0331e-35i,1+1.4444e-34i,0.95177+0.051197i,1-2.9179e-33i,1+1.5186e-33i,1.0012+0.023155i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83517+0.069256i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,0.9978+0.092381i,1+2.5901e-32i,1+2.3493e-32i,0.99659+0.013119i,1.0166+0.024113i,0.17169-0.10608i,0.45008+0.45862i,1-1.3051e-33i,0.9945+0.027409i
47,0.11241,1,0.9377+0.072676i,0.99678+0.041093i,1+3.7215e-30i,1-1.3686e-32i,0.98458+0.021744i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,0.97847+0.02167i,0.98283+0.030764i,1+4.0331e-35i,1+1.4444e-34i,0.95177+0.051197i,1-2.9179e-33i,1+1.5186e-33i,1.0012+0.023155i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83517+0.069256i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,0.9978+0.092381i,1+2.5901e-32i,1+2.3493e-32i,0.99659+0.013119i,1.0166+0.024113i,0.17169-0.10608i,0.45008+0.45862i,1-1.3051e-33i,0.9945+0.027409i
67,0.11241,1,0.9377+0.072676i,0.99678+0.041093i,1+3.7215e-30i,1-1.3686e-32i,0.98458+0.021744i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,0.97847+0.02167i,0.98283+0.030764i,1+4.0331e-35i,1+1.4444e-34i,0.95177+0.051197i,1-2.9179e-33i,1+1.5186e-33i,1.0012+0.023155i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.83517+0.069256i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,0.9978+0.092381i,1+2.5901e-32i,1+2.3493e-32i,0.99659+0.013119i,1.0166+0.024113i,0.17169-0.10608i,0.45008+0.45862i,1-1.3051e-33i,0.9945+0.027409i
25,0.14655,1,0.96559+0.063043i,0.99678+0.041093i,1+3.7215e-30i,1-1.3686e-32i,1+8.1461e-34i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,1+1.1572e-32i,0.98283+0.030764i,1+4.0331e-35i,1+1.4444e-34i,1+2.2181e-33i,1-2.9179e-33i,1+1.5186e-33i,1+1.4791e-33i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.90544+0.043858i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,1-8.0579e-34i,1+2.5901e-32i,1+2.3493e-32i,1+3.8043e-33i,1+3.1791e-33i,0.1462-0.17232i,0.45008+0.45862i,1-1.3051e-33i,1+2.3498e-31i
47,0.14655,1,0.96559+0.063043i,0.99678+0.041093i,1+3.7215e-30i,1-1.3686e-32i,1+8.1461e-34i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,1+1.1572e-32i,0.98283+0.030764i,1+4.0331e-35i,1+1.4444e-34i,1+2.2181e-33i,1-2.9179e-33i,1+1.5186e-33i,1+1.4791e-33i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.90544+0.043858i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,1-8.0579e-34i,1+2.5901e-32i,1+2.3493e-32i,1+3.8043e-33i,1+3.1791e-33i,0.1462-0.17232i,0.45008+0.45862i,1-1.3051e-33i,1+2.3498e-31i
67,0.14655,1,0.96559+0.063043i,0.99678+0.041093i,1+3.7215e-30i,1-1.3686e-32i,1+8.1461e-34i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,1+1.1572e-32i,0.98283+0.030764i,1+4.0331e-35i,1+1.4444e-34i,1+2.2181e-33i,1-2.9179e-33i,1+1.5186e-33i,1+1.4791e-33i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.90544+0.043858i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,1-8.0579e-34i,1+2.5901e-32i,1+2.3493e-32i,1+3.8043e-33i,1+3.1791e-33i,0.1462-0.17232i,0.45008+0.45862i,1-1.3051e-33i,1+2.3498e-31i
25,0.18069,1,0.96559+0.063043i,1-5.3518e-34i,1+3.7215e-30i,1-1.3686e-32i,1+8.1461e-34i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,1+1.1572e-32i,1-1.6253e-32i,1+4.0331e-35i,1+1.4444e-34i,1+2.2181e-33i,1-2.9179e-33i,1+1.5186e-33i,1+1.4791e-33i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.94245+0.026051i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,1-8.0579e-34i,1+2.5901e-32i,1+2.3493e-32i,1+3.8043e-33i,1+3.1791e-33i,0.1462-0.17232i,0.45008+0.45862i,1-1.3051e-33i,1+2.3498e-31i
47,0.18069,1,0.96559+0.063043i,1-5.3518e-34i,1+3.7215e-30i,1-1.3686e-32i,1+8.1461e-34i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,1+1.1572e-32i,1-1.6253e-32i,1+4.0331e-35i,1+1.4444e-34i,1+2.2181e-33i,1-2.9179e-33i,1+1.5186e-33i,1+1.4791e-33i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.94245+0.026051i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,1-8.0579e-34i,1+2.5901e-32i,1+2.3493e-32i,1+3.8043e-33i,1+3.1791e-33i,0.1462-0.17232i,0.45008+0.45862i,1-1.3051e-33i,1+2.3498e-31i
67,0.18069,1,0.96559+0.063043i,1-5.3518e-34i,1+3.7215e-30i,1-1.3686e-32i,1+8.1461e-34i,1-1.3802e-31i,1-1.4968e-35i,1-6.0107e-32i,1+1.1572e-32i,1-1.6253e-32i,1+4.0331e-35i,1+1.4444e-34i,1+2.2181e-33i,1-2.9179e-33i,1+1.5186e-33i,1+1.4791e-33i,1+2.1658e-33i,1-1.5829e-33i,1-8.6374e-33i,1-1.3166e-34i,0.94245+0.026051i,1-5.2537e-33i,1-2.5142e-32i,1-3.1036e-32i,1-8.0579e-34i,1+2.5901e-32i,1+2.3493e-32i,1+3.8043e-33i,1+3.1791e-33i,0.1462-0.17232i,0.45008+0.45862i,1-1.3051e-33i,1+2.3498e-31i
