60.0	0.0
58.92	11.36
55.7	22.3
50.48	32.44
43.42	41.4
34.8	48.87
24.92	54.58
14.15	58.31
2.85	59.93
-8.54	59.39
-19.62	56.7
-30.0	51.96
-39.29	45.34
-47.16	37.09
-53.33	27.49
-57.57	16.9
-59.73	5.7
-59.73	-5.7
-57.57	-16.9
-53.33	-27.49
-47.16	-37.09
-39.29	-45.34
-30.0	-51.96
-19.62	-56.7
-8.54	-59.39
2.85	-59.93
14.15	-58.31
24.92	-54.58
34.8	-48.87
43.42	-41.4
50.48	-32.44
55.7	-22.3
58.92	-11.36

