2025	1	1	1.40832	0.107136	0	0.27648	8.38944	0.0095904	1.80576	0.0283392	0.355104	0.0783648	15.6177504	0.196128	0.538272	0.145152	0.539136	0.208224	12.9445344	3.30048	1.17504	7.6464	0	7.7328	0.616032	5.0112	0.736128	18.3667392	0.0338688	0.102816	0.608256	0.322272	0.53136	0.147744	0.147744
2025	1	2	0	1.32192	0	2.60064	1.80576	24.1545024	5.01984	0.0202176	0.507168	0.27216	0.126144	0.383616	0.0069984	0.683424	1.99584	0.132192	0.598752	4.38912	0.317088	1.92672	0	7.52544	0.806976	0.0355968	0.91584	0.13824	0.03024	0.373248	1.50336	0.039312	0.225504	0.102816	0.517536
2025	1	3	0	0.0553824	0.249696	7.81056	1.67616	10.2441024	6.70464	0.0283392	0.0461376	0.00115776	0.0135648	0.127872	0.00724032	1.4256	1.60704	4.13856	0.487296	12.8682432	0.311904	0.0128736	0	0.507168	0.0200448	0.0648	2.27232	0.00864	4.15584	0.98496	1.44288	0.343008	0.844128	0.300672	0.184032
2025	1	4	0	0.148608	6.0912	4.33728	6.048	0.118368	1.36512	0.01512	0.196128	0	3.14496	5.93568	0.091584	3.09312	0.92448	3.20544	11.6474976	0.0298944	0.2808	0.500256	0	0.0368064	0.00290304	0.0499392	3.70656	0.170208	3.05856	1.18368	2.71296	0	0.0523584	1.0368	0.0108864
2025	1	5	0.344736	0.00797472	5.02848	1.62432	2.09952	0	0.419904	0.0299808	0.91584	0.00834624	21.240144	0.235008	0.184896	2.73888	0.588384	0.88128	7.5168	0.00662688	1.54656	2.47104	0	0.14256	0.101952	0.00813024	5.82336	0.113184	0	1.39968	6.14304	1.83168	1.36512	11.6068896	0.0189216
2025	1	6	0.93312	0.115776	1.93536	4.38912	0.80784	0	0.551232	0.0139104	1.9872	0.00828576	0.0330912	1.52064	0.242784	1.70208	1.11456	0.242784	5.46048	0.0594432	0	0.572832	0	0.114048	0.098496	0	0.294624	1.60704	0.0270432	0.568512	0.00514944	0.232416	0.579744	3.1968	3.1968
2025	1	7	0.257472	1.26144	0	2.35872	12.3825024	0.0225504	0.601344	0	7.54272	0.0120096	0.0511488	0.779328	0.0243648	2.18592	0.106272	0.357696	0.33264	2.42784	0	0.00438912	0	0.23328	0.140832	0	0.0501984	38.8574496	0.00342144	0.236736	0	0.527904	0.857952	0.00203904	26.6287392
2025	1	8	12.1731552	3.57696	30.6768384	0.484704	12.6086976	25.4509344	0.565056	0	36.5465952	0.00108864	13.086576	0.0422496	0	1.82304	0.301536	1.32192	0.0157248	21.2326272	0	0.00802656	0	0.513216	0	1.26144	0.143424	6.54048	0.158976	1.17504	0.098496	0.376704	0.584928	0.16848	0.217728
2025	1	9	0.0811296	3.50784	0.04536	0.291168	3.89664	46.146672	0.317088	0.009504	5.23584	0.374976	0.0512352	0.23328	49.4439552	1.9872	0.022464	0.497664	0.012096	0.0218592	0.0394848	0.430272	0	0.41904	0	0.546912	0.205632	8.21664	0.76896	1.61568	4.84704	0.0731808	0.249696	0.206496	2.7648
2025	1	10	0	2.71296	0.00762048	2.25504	0.793152	0.605664	0.09072	0.745632	0.260928	0.0111456	0.839808	0.22464	2.35872	1.944	0	0.0094176	0.134784	0.00115776	0.54	2.02176	0	5.71968	0.0412128	0	0.365472	0.571968	0.511488	4.20768	1.06272	6.6528	8.5968	0.200448	1.10592
2025	1	11	0	3.17088	0.02376	3.04992	12.1263264	0	1.8144	0	0.00823392	0.00692928	2.43648	0.166752	12.5561664	0.736128	0.0782784	0.07128	0.14688	0.0200448	6.19488	0.139104	0	2.56608	0.0533088	0.00121824	12.8932128	2.65248	4.82976	5.08896	0.621216	3.8016	2.69568	0.0357696	0.611712
2025	1	12	0	0.108864	0	1.27008	30.5172576	0.0094176	0.120096	0.030672	0.0119232	0.00537408	38.1011904	0.0753408	17.3156832	0.698112	0.0832896	1.31328	0.0755136	0.63504	5.59872	0.0370656	0	2.96352	0.0134784	0.0810432	0.00564192	3.20544	3.87072	4.71744	0.204768	0.0769824	0.223776	0.11232	2.73024
2025	1	13	0	0.017712	0	0.523584	0.601344	0.234144	0.114048	0.0634176	0.0689472	0.0324	1.82304	0.801792	0.00121824	0.515808	1.06272	0.361152	0.88992	0.9072	0.00698112	0.217728	0	0.41904	0.0266976	0.0391392	0	2.68704	0.182304	7.88832	0.0616032	22.6961568	16.8710688	0.515808	0.00394848
2025	1	14	0	0.0213408	0.251424	1.78848	1.22688	5.80608	0.92448	0.105408	1.6416	0.132192	0.405216	0.4536	0.076032	1.37376	0	0.014256	2.6352	0.719712	0.0399168	0.24624	0	0.507168	0.00356832	0.0433728	0.082944	4.65696	0.052272	0.7128	0.186624	2.3328	4.968	0.336096	0.0025488
